id;zona;piso;estrato;preciom;areaconst;parqueaderos;banios;habitaciones;tipo;barrio;longitud;latitud;zona_numerica;tipo_numerica
1147;Zona Oriente;4;3;250;70;1;3;6;Casa;20 de julio;-76,51168;3,43382;4;2
1169;Zona Oriente;4;3;320;120;1;2;3;Casa;20 de julio;-76,51237;3,43369;4;2
1350;Zona Oriente;4;3;350;220;2;2;4;Casa;20 de julio;-76,51537;3,43566;4;2
5992;Zona Sur;2;4;400;280;3;5;3;Casa;3 de julio;-76,54;3,435;5;2
1212;Zona Norte;1;5;260;90;1;2;3;Apartamento;acopi;-76,5135;3,45891;2;1
1724;Zona Norte;1;5;240;87;1;3;3;Apartamento;acopi;-76,517;3,36971;2;1
2326;Zona Norte;1;4;220;52;2;2;3;Apartamento;acopi;-76,51974;3,42627;2;1
4386;Zona Norte;1;5;310;137;2;3;4;Apartamento;acopi;-76,53105;3,38296;2;1
1209;Zona Norte;2;5;320;150;2;4;6;Casa;acopi;-76,51341;3,47968;2;2
1592;Zona Norte;2;5;780;380;2;3;3;Casa;acopi;-76,51674;3,48721;2;2
4057;Zona Norte;2;6;750;445;2;7;6;Casa;acopi;-76,5295;3,38527;2;2
4460;Zona Norte;2;4;625;355;3;5;5;Casa;acopi;-76,53179;3,4059;2;2
6081;Zona Norte;2;5;750;237;2;6;6;Casa;acopi;-76,54044;3,36862;2;2
7497;Zona Norte;2;6;520;98;2;2;2;Apartamento;acopi;-76,54999;3,43505;2;1
7824;Zona Norte;2;4;600;160;1;4;5;Casa;acopi;-76,5521;3,42125;2;2
7987;Zona Norte;2;5;420;200;4;4;5;Casa;acopi;-76,55363;3,4005;2;2
3495;Zona Norte;3;5;490;118;2;4;4;Casa;acopi;-76,5268;3,37823;2;2
5424;Zona Norte;3;4;320;108;2;3;3;Apartamento;acopi;-76,53638;3,4077;2;1
6271;Zona Norte;3;5;385;103;2;2;3;Apartamento;acopi;-76,54173;3,424;2;1
6857;Zona Norte;3;3;100;49;2;1;2;Apartamento;acopi;-76,54531;3,37775;2;1
3817;Zona Norte;4;3;175;80;1;2;3;Apartamento;acopi;-76,52875;3,42006;2;1
509;Zona Norte;5;6;820;377;1;4;4;Apartamento;acopi;-76,4978;3,47663;2;1
2323;Zona Norte;5;6;450;103;2;3;4;Apartamento;acopi;-76,51972;3,44;2;1
5098;Zona Sur;5;4;290;96;1;2;3;Apartamento;acopi;-76,53464;3,44987;5;1
6043;Zona Norte;5;5;420;124;3;3;3;Apartamento;acopi;-76,54015;3,4097;2;1
6412;Zona Norte;5;6;620;135;2;3;4;Apartamento;acopi;-76,54252;3,34299;2;1
1770;Zona Norte;6;5;170;56;1;1;2;Apartamento;acopi;-76,51735;3,37251;2;1
141;Zona Norte;4;3;230;160;2;2;3;Casa;acopi;-76,48641;3,44956;2;2
238;Zona Norte;4;5;430;105;2;3;3;Apartamento;acopi;-76,49006;3,46819;2;1
243;Zona Norte;4;3;190;435;2;3;4;Casa;acopi;-76,49032;3,43856;2;2
504;Zona Norte;4;3;180;120;2;3;3;Casa;acopi;-76,49768;3,4706;2;2
565;Zona Norte;4;3;500;210;2;6;6;Casa;acopi;-76,49899;3,44843;2;2
567;Zona Norte;4;3;199;176;2;1;5;Apartamento;acopi;-76,49899;3,44843;2;1
589;Zona Norte;4;5;320;235;2;4;4;Apartamento;acopi;-76,49911;3,44901;2;1
604;Zona Norte;4;5;520;455;2;5;4;Casa;acopi;-76,49966;3,46284;2;2
816;Zona Norte;4;5;345;85;2;2;2;Apartamento;acopi;-76,50324;3,48174;2;1
827;Zona Norte;4;3;130;61;2;1;3;Apartamento;acopi;-76,50356;3,44845;2;1
838;Zona Norte;4;5;185;74;2;2;2;Apartamento;acopi;-76,5039;3,46171;2;1
965;Zona Norte;4;3;98;72;2;1;2;Apartamento;acopi;-76,50679;3,46582;2;1
966;Zona Norte;4;3;130;96;2;2;3;Apartamento;acopi;-76,50679;3,46582;2;1
967;Zona Norte;4;3;92;60;2;1;1;Apartamento;acopi;-76,50679;3,46582;2;1
968;Zona Norte;4;3;98;68;2;1;2;Apartamento;acopi;-76,50679;3,46582;2;1
1003;Zona Norte;4;3;380;300;2;5;8;Casa;acopi;-76,50743;3,46566;2;2
1182;Zona Norte;4;4;220;82;2;2;3;Apartamento;acopi;-76,51289;3,4599;2;1
1204;Zona Norte;4;3;120;60;2;2;3;Apartamento;acopi;-76,51319;3,42135;2;1
1276;Zona Norte;4;4;305;117;2;3;4;Casa;acopi;-76,51466;3,38679;2;2
1353;Zona Norte;4;4;220;75;2;2;3;Apartamento;acopi;-76,51539;3,36866;2;1
1391;Zona Norte;4;4;162;60;2;2;3;Apartamento;acopi;-76,51585;3,38407;2;1
1489;Zona Norte;4;5;225;65;2;2;3;Apartamento;acopi;-76,51608;3,3693;2;1
1490;Zona Norte;4;5;250;75;2;2;3;Apartamento;acopi;-76,51608;3,3693;2;1
1492;Zona Norte;4;5;325;107;2;2;3;Apartamento;acopi;-76,51608;3,37058;2;1
1611;Zona Norte;4;4;225;84;2;2;3;Apartamento;acopi;-76,51687;3,37385;2;1
1612;Zona Norte;4;4;370;117;2;4;4;Apartamento;acopi;-76,51687;3,45319;2;1
1667;Zona Norte;4;4;350;118;2;3;3;Casa;acopi;-76,517;3,36971;2;2
1722;Zona Norte;4;5;315;90;2;3;3;Apartamento;acopi;-76,517;3,36971;2;1
1723;Zona Norte;4;4;155;60;2;2;2;Apartamento;acopi;-76,517;3,36971;2;1
1744;Zona Norte;4;4;240;75;2;2;3;Apartamento;acopi;-76,51714;3,36999;2;1
1838;Zona Norte;4;5;150;65;2;2;3;Apartamento;acopi;-76,51795;3,3798;2;1
1840;Zona Norte;4;5;395;165;2;4;4;Casa;acopi;-76,51797;3,47651;2;2
1899;Zona Norte;4;5;380;300;2;5;6;Casa;acopi;-76,51811;3,38627;2;2
1904;Zona Norte;4;4;382;225;2;5;4;Casa;acopi;-76,51815;3,3818;2;2
1932;Zona Norte;4;3;295;162;2;3;5;Casa;acopi;-76,51841;3,38764;2;2
1968;Zona Norte;4;5;189;64;2;2;3;Apartamento;acopi;-76,51857;3,37093;2;1
2013;Zona Norte;4;3;270;330;2;3;4;Casa;acopi;-76,51884;3,45032;2;2
2014;Zona Norte;4;3;270;330;2;3;4;Casa;acopi;-76,51884;3,45032;2;2
2017;Zona Norte;4;4;260;76;2;2;3;Apartamento;acopi;-76,51884;3,36903;2;1
2026;Zona Norte;4;4;130;55;2;2;2;Apartamento;acopi;-76,51888;3,36792;2;1
2027;Zona Norte;4;5;240;93;2;3;3;Apartamento;acopi;-76,51888;3,37093;2;1
2247;Zona Norte;4;5;400;112;2;3;3;Apartamento;acopi;-76,51934;3,49207;2;1
2289;Zona Norte;4;4;149;62;2;2;2;Apartamento;acopi;-76,51967;3,47068;2;1
2347;Zona Norte;4;4;147;60;2;2;3;Apartamento;acopi;-76,51985;3,46887;2;1
2357;Zona Norte;4;5;275;90;2;2;3;Apartamento;acopi;-76,51997;3,36957;2;1
2416;Zona Norte;4;4;390;300;2;5;5;Casa;acopi;-76,52013;3,38609;2;2
2425;Zona Norte;4;4;320;115;2;3;3;Casa;acopi;-76,52022;3,37387;2;2
2535;Zona Norte;4;5;385;124;2;3;3;Apartamento;acopi;-76,5209;3,49055;2;1
2635;Zona Norte;4;5;420;105;2;3;3;Apartamento;acopi;-76,52115;3,48967;2;1
2644;Zona Norte;4;5;350;84;2;2;3;Apartamento;acopi;-76,52119;3,49008;2;1
2685;Zona Norte;4;6;450;121;2;3;3;Apartamento;acopi;-76,5215;3,48559;2;1
2689;Zona Norte;4;5;330;85;2;2;3;Apartamento;acopi;-76,52156;3,49076;2;1
2690;Zona Norte;4;5;280;76;2;2;2;Apartamento;acopi;-76,52156;3,49076;2;1
2728;Zona Norte;4;4;157;60;2;2;3;Apartamento;acopi;-76,52187;3,37079;2;1
2730;Zona Norte;4;5;460;319;2;5;4;Casa;acopi;-76,5219;3,47317;2;2
2741;Zona Norte;4;4;485;320;2;4;4;Casa;acopi;-76,52199;3,39466;2;2
2811;Zona Norte;4;5;310;90;2;3;3;Apartamento;acopi;-76,52207;3,37093;2;1
2855;Zona Norte;4;4;170;63;2;2;2;Apartamento;acopi;-76,52236;3,47905;2;1
2875;Zona Norte;4;5;390;357;2;3;6;Casa;acopi;-76,52255;3,48133;2;2
2908;Zona Norte;4;5;780;380;2;3;3;Casa;acopi;-76,52293;3,48427;2;2
3082;Zona Norte;4;4;220;74;2;2;3;Apartamento;acopi;-76,52353;3,37062;2;1
3109;Zona Norte;4;5;265;94;2;2;3;Apartamento;acopi;-76,52386;3,36403;2;1
3182;Zona Norte;4;4;420;265;2;6;7;Casa;acopi;-76,52419;3,48054;2;2
3185;Zona Norte;4;4;185;58;2;2;3;Apartamento;acopi;-76,52425;3,37817;2;1
3273;Zona Norte;4;3;400;324;2;3;4;Casa;acopi;-76,52545;3,44268;2;2
3297;Zona Norte;4;5;300;110;2;3;3;Casa;acopi;-76,52574;3,37124;2;2
3299;Zona Norte;4;4;175;65;2;2;2;Apartamento;acopi;-76,52574;3,37124;2;1
3300;Zona Norte;4;4;175;65;2;2;3;Apartamento;acopi;-76,52574;3,37124;2;1
3418;Zona Norte;4;5;450;210;2;4;4;Casa;acopi;-76,52607;3,37606;2;2
3446;Zona Norte;4;4;150;63;2;2;2;Apartamento;acopi;-76,52634;3,37111;2;1
3447;Zona Norte;4;4;150;59;2;2;3;Apartamento;acopi;-76,52634;3,37111;2;1
3479;Zona Norte;4;6;620;480;2;5;5;Apartamento;acopi;-76,52662;3,36322;2;1
3559;Zona Norte;4;6;310;93;2;3;3;Apartamento;acopi;-76,52701;3,36394;2;1
3602;Zona Norte;4;5;1400;480;2;6;5;Casa;acopi;-76,52726;3,36365;2;2
3619;Zona Norte;4;5;580;380;2;5;5;Casa;acopi;-76,52741;3,38498;2;2
3783;Zona Norte;4;6;400;110;2;3;3;Apartamento;acopi;-76,52843;3,35073;2;1
3793;Zona Norte;4;6;680;146;2;5;5;Casa;acopi;-76,52853;3,44222;2;2
3805;Zona Norte;4;6;520;140;2;3;3;Apartamento;acopi;-76,52867;3,3433;2;1
4003;Zona Norte;4;6;750;445;2;6;7;Casa;acopi;-76,52905;3,38572;2;2
4010;Zona Norte;4;6;450;118;2;3;3;Apartamento;acopi;-76,5291;3,34525;2;1
4055;Zona Norte;4;6;800;306;2;3;3;Casa;acopi;-76,52947;3,43372;2;2
4095;Zona Norte;4;4;700;550;2;6;4;Casa;acopi;-76,52975;3,38887;2;2
4118;Zona Norte;4;5;620;450;2;3;4;Casa;acopi;-76,52991;3,38927;2;2
4230;Zona Norte;4;5;550;334;2;4;5;Casa;acopi;-76,5302;3,36635;2;2
4231;Zona Norte;4;4;143;58;2;1;3;Apartamento;acopi;-76,53021;3,42642;2;1
4329;Zona Norte;4;4;790;540;2;6;4;Casa;acopi;-76,53098;3,38991;2;2
4412;Zona Norte;4;3;580;460;2;3;5;Casa;acopi;-76,53128;3,43654;2;2
4415;Zona Norte;4;5;650;130;2;5;3;Apartamento;acopi;-76,53133;3,36278;2;1
4468;Zona Norte;4;6;690;180;2;3;3;Apartamento;acopi;-76,53184;3,35336;2;1
4476;Zona Norte;4;5;750;235;2;5;4;Casa;acopi;-76,5319;3,36751;2;2
4509;Zona Norte;4;5;800;595;2;2;3;Casa;acopi;-76,53198;3,45165;2;2
4510;Zona Norte;4;6;600;197;2;5;3;Casa;acopi;-76,53198;3,45165;2;2
4511;Zona Norte;4;4;275;190;2;2;3;Casa;acopi;-76,53198;3,45165;2;2
4512;Zona Norte;4;4;620;300;2;8;4;Casa;acopi;-76,53198;3,45165;2;2
4513;Zona Norte;4;5;650;290;2;3;4;Casa;acopi;-76,53198;3,45165;2;2
4539;Zona Norte;4;6;850;237;2;4;3;Apartamento;acopi;-76,53198;3,45165;2;1
4688;Zona Norte;4;4;435;250;2;4;3;Casa;acopi;-76,5323;3,39557;2;2
4718;Zona Norte;4;6;585;154;2;3;3;Casa;acopi;-76,53252;3,36544;2;2
4845;Zona Norte;4;5;570;250;2;3;5;Casa;acopi;-76,53335;3,38161;2;2
5319;Zona Norte;4;4;420;198;2;4;4;Apartamento;acopi;-76,53581;3,38301;2;1
5412;Zona Norte;4;4;280;180;2;3;3;Casa;acopi;-76,53635;3,38595;2;2
5418;Zona Norte;4;5;285;95;2;2;3;Apartamento;acopi;-76,53637;3,40865;2;1
5599;Zona Norte;4;5;690;480;2;7;5;Casa;acopi;-76,53748;3,39593;2;2
5605;Zona Norte;4;4;650;320;2;5;7;Casa;acopi;-76,53756;3,40072;2;2
5616;Zona Norte;4;5;900;223;2;7;5;Casa;acopi;-76,53766;3,36366;2;2
5632;Zona Norte;4;6;250;104;2;3;2;Apartamento;acopi;-76,53782;3,38;2;1
5780;Zona Norte;4;5;580;260;2;5;6;Casa;acopi;-76,53819;3,39588;2;2
5834;Zona Norte;4;4;340;127;2;2;3;Apartamento;acopi;-76,53879;3,43438;2;1
5884;Zona Norte;4;6;440;150;2;5;4;Casa;acopi;-76,53902;3,36552;2;2
5944;Zona Norte;4;6;460;350;2;5;6;Casa;acopi;-76,53969;3,45407;2;2
5965;Zona Norte;4;5;600;360;2;3;4;Casa;acopi;-76,53986;3,37237;2;2
5970;Zona Norte;4;4;440;230;2;3;3;Casa;acopi;-76,53992;3,39823;2;2
5976;Zona Norte;4;4;270;137;2;4;3;Apartamento;acopi;-76,53998;3,44899;2;1
6028;Zona Norte;4;4;337;80;2;4;3;Casa;acopi;-76,54001;3,37234;2;2
6033;Zona Norte;4;6;850;390;2;6;4;Casa;acopi;-76,54007;3,34994;2;2
6155;Zona Norte;4;6;550;395;2;8;6;Casa;acopi;-76,541;3,38022;2;2
6385;Zona Norte;4;5;490;118;2;4;4;Casa;acopi;-76,54219;3,37858;2;2
6388;Zona Norte;4;5;450;225;2;3;3;Apartamento;acopi;-76,5422;3,41129;2;1
6471;Zona Norte;4;4;450;300;2;5;8;Casa;acopi;-76,54294;3,44797;2;2
6798;Zona Norte;4;4;240;78;2;2;3;Apartamento;acopi;-76,54476;3,42256;2;1
6806;Zona Norte;4;6;1400;960;2;4;3;Casa;acopi;-76,54491;3,35463;2;2
6807;Zona Norte;4;4;360;240;2;2;3;Casa;acopi;-76,54494;3,40656;2;2
6872;Zona Norte;4;6;1150;500;2;6;5;Casa;acopi;-76,54541;3,35491;2;2
7012;Zona Norte;4;6;850;310;2;4;5;Apartamento;acopi;-76,5468;3,45294;2;1
7026;Zona Norte;4;5;310;90;2;3;4;Apartamento;acopi;-76,54696;3,37216;2;1
7245;Zona Norte;4;4;1200;752;2;3;4;Casa;acopi;-76,54835;3,42826;2;2
7320;Zona Norte;4;5;585;143;2;5;3;Apartamento;acopi;-76,54882;3,44208;2;1
7471;Zona Norte;4;4;330;240;2;4;4;Casa;acopi;-76,5498;3,39758;2;2
7719;Zona Norte;4;4;210;83;2;3;4;Apartamento;acopi;-76,55153;3,41902;2;1
7815;Zona Norte;4;6;490;227;2;3;4;Apartamento;acopi;-76,552;3,45147;2;1
7877;Zona Norte;4;3;152;62;2;2;4;Apartamento;acopi;-76,55274;3,42031;2;1
8068;Zona Norte;4;3;135;60;2;2;2;Apartamento;acopi;-76,55463;3,3752;2;1
8117;Zona Norte;4;5;650;153;2;5;4;Apartamento;acopi;-76,55537;3,4474;2;1
8123;Zona Norte;4;5;280;145;2;3;4;Apartamento;acopi;-76,55559;3,40764;2;1
8278;Zona Norte;4;4;390;240;2;3;4;Apartamento;acopi;-76,56213;3,40996;2;1
1894;Zona Oriente;2;3;235;250;2;3;7;Casa;agua blanca;-76,51806;3,42963;4;2
698;Zona Sur;2;3;78;40;1;1;2;Apartamento;aguablanca;-76,501;3,4;5;1
2768;Zona Oriente;4;3;260;250;2;2;6;Casa;aguablanca;-76,522;3,43;4;2
6999;Zona Oeste;1;6;870;200;2;5;3;Apartamento;aguacatal;-76,54666;3,44624;3;1
8037;Zona Oeste;1;4;130;50;2;1;3;Apartamento;aguacatal;-76,55409;3,44338;3;1
8055;Zona Oeste;1;4;165;61;1;2;3;Apartamento;aguacatal;-76,55447;3,45783;3;1
8058;Zona Oeste;1;4;165;61;1;2;2;Apartamento;aguacatal;-76,55447;3,45783;3;1
8079;Zona Oeste;1;6;410;120;2;3;3;Apartamento;aguacatal;-76,55492;3,45645;3;1
8109;Zona Oeste;1;4;150;55;2;1;2;Apartamento;aguacatal;-76,5552;3,4597;3;1
8179;Zona Oeste;1;3;140;60;1;2;2;Apartamento;aguacatal;-76,55668;3,45832;3;1
8197;Zona Oeste;1;6;1100;216;3;3;3;Apartamento;aguacatal;-76,557;3,459;3;1
8223;Zona Oeste;1;3;140;69;2;1;2;Apartamento;aguacatal;-76,55894;3,45758;3;1
8239;Zona Oeste;1;4;135;64;2;2;3;Apartamento;aguacatal;-76,55943;3,45782;3;1
8240;Zona Oeste;1;4;140;51;2;1;2;Apartamento;aguacatal;-76,55952;3,45705;3;1
8105;Zona Oeste;2;4;120;60;2;1;3;Apartamento;aguacatal;-76,55502;3,45972;3;1
8225;Zona Oeste;2;3;119;60;2;1;3;Apartamento;aguacatal;-76,55894;3,45758;3;1
8255;Zona Oeste;2;6;1130;237;3;4;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
8258;Zona Oeste;2;3;120;60;1;1;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
6928;Zona Oeste;3;6;1850;302;4;4;3;Casa;aguacatal;-76,546;3,444;3;2
7369;Zona Oeste;3;6;750;179;2;4;3;Apartamento;aguacatal;-76,549;3,455;3;1
7510;Zona Oeste;3;6;1950;400;4;5;3;Casa;aguacatal;-76,55;3,456;3;2
7586;Zona Oeste;3;6;870;275;3;5;4;Casa;aguacatal;-76,55074;3,45649;3;2
8224;Zona Oeste;3;4;188;69;1;2;2;Apartamento;aguacatal;-76,55894;3,45758;3;1
8253;Zona Oeste;3;3;165;61;2;2;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
8254;Zona Oeste;3;3;155;61;1;2;2;Apartamento;aguacatal;-76,56001;3,4577;3;1
8264;Zona Oeste;3;6;1000;250;2;5;4;Casa;aguacatal;-76,56043;3,45643;3;2
8284;Zona Oeste;3;3;100;60;2;2;3;Apartamento;aguacatal;-76,56314;3,45709;3;1
5097;Zona Oeste;4;3;165;61;1;2;2;Apartamento;aguacatal;-76,53464;3,44987;3;1
7511;Zona Oeste;4;6;990;307;4;4;3;Casa;aguacatal;-76,55;3,453;3;2
7847;Zona Oeste;4;6;1050;240;3;5;4;Apartamento;aguacatal;-76,55241;3,45889;3;1
7862;Zona Oeste;4;6;1200;230;3;5;4;Apartamento;aguacatal;-76,55254;3,45693;3;1
8053;Zona Oeste;4;4;148;61;2;2;2;Apartamento;aguacatal;-76,55447;3,45783;3;1
8054;Zona Oeste;4;4;165;61;1;2;2;Apartamento;aguacatal;-76,55447;3,45783;3;1
8142;Zona Oeste;4;3;128;60;2;2;3;Apartamento;aguacatal;-76,55589;3,45873;3;1
8200;Zona Oeste;4;3;98;62;2;2;3;Apartamento;aguacatal;-76,55703;3,45808;3;1
8235;Zona Oeste;4;3;98;62;1;2;3;Apartamento;aguacatal;-76,55915;3,46129;3;1
6961;Zona Oeste;5;6;690;186;2;4;4;Apartamento;aguacatal;-76,54614;3,43978;3;1
7617;Zona Oeste;5;6;950;217;3;5;4;Apartamento;aguacatal;-76,55081;3,45659;3;1
8128;Zona Oeste;5;3;118;60;2;1;2;Apartamento;aguacatal;-76,55563;3,45945;3;1
8140;Zona Oeste;5;3;137;56;2;2;2;Apartamento;aguacatal;-76,55589;3,45873;3;1
8198;Zona Oeste;5;6;950;217;3;4;3;Apartamento;aguacatal;-76,557;3,459;3;1
8206;Zona Oeste;5;4;170;62;1;2;2;Apartamento;aguacatal;-76,5576;3,45836;3;1
8218;Zona Oeste;5;6;850;186;2;4;4;Apartamento;aguacatal;-76,55831;3,45962;3;1
8222;Zona Oeste;5;3;111;60;1;2;3;Apartamento;aguacatal;-76,55888;3,45638;3;1
8309;Zona Oeste;5;4;150;56;2;1;2;Apartamento;aguacatal;-76,57049;3,45445;3;1
5096;Zona Oeste;6;4;145;50;2;1;2;Apartamento;aguacatal;-76,53464;3,44987;3;1
7000;Zona Oeste;6;6;690;189;2;5;4;Apartamento;aguacatal;-76,54666;3,44624;3;1
7329;Zona Oeste;6;6;670;172;2;5;3;Apartamento;aguacatal;-76,54896;3,45508;3;1
7468;Zona Oeste;6;5;680;180;2;4;3;Apartamento;aguacatal;-76,54975;3,45422;3;1
8057;Zona Oeste;6;4;165;61;1;2;2;Apartamento;aguacatal;-76,55447;3,45783;3;1
8060;Zona Oeste;6;6;850;194;2;5;3;Apartamento;aguacatal;-76,5545;3,45077;3;1
8216;Zona Oeste;6;3;127;53;2;1;2;Apartamento;aguacatal;-76,55804;3,45619;3;1
8262;Zona Oeste;6;6;680;160;2;5;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
7001;Zona Oeste;7;6;795;222;2;5;4;Apartamento;aguacatal;-76,54666;3,44624;3;1
7197;Zona Oeste;7;6;1400;276;2;4;3;Apartamento;aguacatal;-76,548;3,456;3;1
8246;Zona Oeste;7;4;130;50,95;1;1;2;Apartamento;aguacatal;-76,55993;3,45769;3;1
8213;Zona Oeste;8;4;125;53;2;1;2;Apartamento;aguacatal;-76,55791;3,45777;3;1
4433;Zona Oeste;9;6;1100;230;3;4;3;Apartamento;aguacatal;-76,53156;3,44972;3;1
7743;Zona Oeste;9;6;1190;230;3;5;3;Apartamento;aguacatal;-76,55177;3,45825;3;1
8205;Zona Oeste;9;6;800;172;2;6;5;Apartamento;aguacatal;-76,55756;3,46127;3;1
8244;Zona Oeste;9;6;730;190;2;5;4;Apartamento;aguacatal;-76,55968;3,45761;3;1
7368;Zona Oeste;10;6;680;164;2;4;3;Apartamento;aguacatal;-76,549;3,455;3;1
8236;Zona Oeste;10;4;135;50;1;2;2;Apartamento;aguacatal;-76,55917;3,45739;3;1
8257;Zona Oeste;10;6;1106;211;2;4;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
1158;Zona Oeste;11;6;1300;230;3;4;3;Apartamento;aguacatal;-76,512;3,402;3;1
7393;Zona Oeste;11;4;1350;226;3;5;4;Apartamento;aguacatal;-76,54916;3,45765;3;1
7551;Zona Oeste;11;6;900;184;2;4;3;Apartamento;aguacatal;-76,55025;3,45589;3;1
7813;Zona Oeste;11;6;980;195;2;4;5;Apartamento;aguacatal;-76,552;3,457;3;1
8001;Zona Oeste;11;6;1350;230;3;5;4;Apartamento;aguacatal;-76,55396;3,45092;3;1
8166;Zona Oeste;11;6;1050;216;3;5;3;Apartamento;aguacatal;-76,556;3,458;3;1
8261;Zona Oeste;11;6;420;106;2;2;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
7198;Zona Oeste;12;6;1250;463;4;6;4;Apartamento;aguacatal;-76,548;3,454;3;1
3410;Zona Oeste;4;6;870;295;2;3;3;Apartamento;aguacatal;-76,526;3,453;3;1
4655;Zona Oeste;4;4;135;50;1;2;2;Apartamento;aguacatal;-76,532;3,452;3;1
4656;Zona Oeste;4;6;980;198;3;4;2;Apartamento;aguacatal;-76,532;3,452;3;1
5095;Zona Oeste;4;4;138;56;2;2;2;Apartamento;aguacatal;-76,53464;3,44987;3;1
6927;Zona Oeste;4;6;880;282;4;5;3;Casa;aguacatal;-76,546;3,444;3;2
6960;Zona Oeste;4;6;1000;237;7;3;3;Casa;aguacatal;-76,54614;3,43978;3;2
7075;Zona Oeste;4;6;740;183;2;4;4;Apartamento;aguacatal;-76,547;3,451;3;1
7097;Zona Oeste;4;6;730;193;2;4;3;Apartamento;aguacatal;-76,54742;3,44673;3;1
7370;Zona Oeste;4;6;685;186;2;5;3;Apartamento;aguacatal;-76,549;3,447;3;1
7386;Zona Oeste;4;6;1150;240;4;5;3;Apartamento;aguacatal;-76,54909;3,4445;3;1
7536;Zona Oeste;4;6;690;186;2;5;3;Apartamento;aguacatal;-76,55;3,454;3;1
7580;Zona Oeste;4;6;1050;320;3;6;4;Casa;aguacatal;-76,55067;3,45678;3;2
7585;Zona Oeste;4;5;790;198;2;3;4;Apartamento;aguacatal;-76,55072;3,45589;3;1
7663;Zona Oeste;4;6;1000;236;3;4;3;Apartamento;aguacatal;-76,551;3,457;3;1
7782;Zona Oeste;4;6;920;284;4;4;3;Casa;aguacatal;-76,552;3,457;3;2
7814;Zona Oeste;4;6;1050;240;3;4;3;Apartamento;aguacatal;-76,552;3,457;3;1
7850;Zona Oeste;4;6;980;230;2;6;4;Casa;aguacatal;-76,55244;3,45539;3;2
7947;Zona Oeste;4;3;135;60;1;2;3;Apartamento;aguacatal;-76,553;3,45;3;1
7948;Zona Oeste;4;6;610;148;2;3;3;Apartamento;aguacatal;-76,553;3,431;3;1
7949;Zona Oeste;4;6;850;196;2;4;3;Apartamento;aguacatal;-76,553;3,459;3;1
8002;Zona Oeste;4;6;950;195,25;2;4;3;Apartamento;aguacatal;-76,55396;3,45092;3;1
8056;Zona Oeste;4;4;165;63;1;2;3;Apartamento;aguacatal;-76,55447;3,45783;3;1
8104;Zona Oeste;4;5;130;52;1;1;2;Apartamento;aguacatal;-76,55502;3,45972;3;1
8115;Zona Oeste;4;4;165;63;1;2;3;Apartamento;aguacatal;-76,55533;3,4566;3;1
8122;Zona Oeste;4;6;1300;338;3;6;4;Apartamento;aguacatal;-76,55544;3,45058;3;1
8141;Zona Oeste;4;3;129;56;2;2;2;Apartamento;aguacatal;-76,55589;3,45872;3;1
8167;Zona Oeste;4;6;1200;365;3;5;4;Apartamento;aguacatal;-76,556;3,451;3;1
8195;Zona Oeste;4;4;117;53;2;1;2;Apartamento;aguacatal;-76,557;3,456;3;1
8196;Zona Oeste;4;6;1220;229;3;3;3;Apartamento;aguacatal;-76,557;3,459;3;1
8199;Zona Sur;4;6;875;194;2;5;3;Apartamento;aguacatal;-76,557;3,459;5;1
8234;Zona Oeste;4;6;1100;320;3;4;3;Apartamento;aguacatal;-76,559;3,458;3;1
8243;Zona Oeste;4;3;135;60;1;2;3;Apartamento;aguacatal;-76,55964;3,46081;3;1
8245;Zona Oeste;4;6;1090;387;4;5;4;Apartamento;aguacatal;-76,55978;3,45705;3;1
8252;Zona Oeste;4;6;950;300;3;7;5;Casa;aguacatal;-76,56001;3,4577;3;2
8256;Zona Oeste;4;5;1126;229;3;4;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
8259;Zona Oeste;4;6;890;220;2;4;4;Apartamento;aguacatal;-76,56001;3,4577;3;1
8260;Zona Oeste;4;6;890;220;2;5;3;Apartamento;aguacatal;-76,56001;3,4577;3;1
8268;Zona Oeste;4;3;142;50;2;1;2;Apartamento;aguacatal;-76,561;3,455;3;1
8269;Zona Oeste;4;4;123;60;2;1;2;Apartamento;aguacatal;-76,561;3,455;3;1
8283;Zona Oeste;4;3;98;60;2;2;3;Apartamento;aguacatal;-76,563;3,458;3;1
5298;Zona Centro;1;3;650;240;2;4;4;Casa;alameda;-76,53564;3,43521;1;2
5107;Zona Centro;2;4;400;460;2;5;7;Casa;alameda;-76,53471;3,43627;1;2
5117;Zona Centro;2;3;380;290;2;4;8;Casa;alameda;-76,53481;3,43712;1;2
5157;Zona Sur;2;3;500;354;1;2;4;Casa;alameda;-76,535;3,437;5;2
5501;Zona Sur;2;3;175;102;2;2;4;Casa;alameda;-76,537;3,435;5;2
4508;Zona Centro;3;4;610;750;2;8;10;Casa;alameda;-76,53198;3,45165;1;2
4654;Zona Centro;3;3;100;70;2;2;3;Apartamento;alameda;-76,532;3,452;1;1
5608;Zona Centro;3;3;295;200;1;5;9;Casa;alameda;-76,53759;3,43403;1;2
